Index,Record,Filename,Name,URL,Group,Library,Calcite,Chlorite,Dolomite,Goethite,Gypsum,Hematite,Illite+Muscovite,Kaolinite,Montmorillonite,Vermiculite,Iron Oxide,Clay,Carbonate,Sulfate,Sulfide,Artifical Materials,Vegetation,Coating,Biotite,Status_vs_527,T6_Filename,T6_Record,T6_Materials,T6_IDConfidence,NeedsSignoff,MappingNotes
226,5526,group.2um/calcite+0.5Ca-mont,Calcite+.50Ca-Mont AMX6 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.5+.Ca-Mont.5_AMX6_BECKb_AREF.html,2,splib06,0.497,,,,,,,,0.42,,,,,,,,,,,identical,group.2um/calcite+0.5Ca-mont,5526,calcite+montmorillonite,9,no,
227,5520,group.2um/carbonate_calcite+0.3muscovite,Calcite+.33Muscov AMX5 Ruby W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite+.33Muscov_AMX5_Ruby_BECKa_AREF.html,2,splib06,0.667,,,,,,0.33,,,,,,,,,,,,,identical,group.2um/carbonate_calcite+0.3muscovite,5520,calcite+muscovite,9,no,
228,30,group.2um/organic_drygrass+.17Na-mont,Grass_dry+0.17%Na-Mont AMX35 W1R1Ba AREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Grass_dry.83+.17NaMont_AMX35_BECKb_AREF.html,2,sprlb06,,,,,,,,,0.14,,,,,,,,,,,identical,group.2um/organic_drygrass+.17Na-mont,30,vegetation_nonphotosyn+montmorillonite,8,no,
229,5688,group.2um/carbonate_dolomite.5+Na-mont.5,Dolomite.5+Na-mont.5 AMX21 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite.5+Na-Mont.5_AMX21_BECKb_AREF.html,2,splib06,,,0.498,,,,,,0.42,,,,,,,,,,,identical,group.2um/carbonate_dolomite.5+Na-mont.5,5688,dolomite+montmorillonite,8,no,
230,5544,group.2um/carbonate_smectite_calcite.33+Ca-mont.67,Calcite.33+Ca-mont.67 AMX19 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.33+Ca-Mont.67_AMX19_BECKb_AREF.html,2,splib06,0.328,,,,,,,,0.66,,,,,,,,,,,identical,group.2um/carbonate_smectite_calcite.33+Ca-mont.67,5544,calcite+montmorillonite,8,no,
231,5580,group.2um/carbonate_calcite+0.2kaolwxl,Calcite.80wt+Kaol_CM9 GDS213 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.80wt+Kaol_CM9_GDS213_BECKa_AREF.html,2,splib06,0.796,,,,,,,0.19,,,,,,,,,,,,identical,group.2um/carbonate_calcite+0.2kaolwxl,5580,calcite+kaolinite,8,no,
232,5562,group.2um/carbonate_calcite0.7+kaol0.3,Calcite.7+Kaolwxl.3 AMX9 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.7+Kaolin-wxl.3_AMX9_BECKa_AREF.html,2,splib06,0.696,,,,,,,0.19,,,,,,,,,,,,identical,group.2um/carbonate_calcite0.7+kaol0.3,5562,calcite+kaolinite,8,no,
233,1314,group.2um/phyllosilicate.clintonite,Clintonite NMNH126553 W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clintonite_NMNH126553_BECKc_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,,identical,group.2um/phyllosilicate.clintonite,1314,clintonite,9,no,
234,3870,group.2um/palygorskite,Palygorskite PFL-1 Attapulg W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Palygorskite_PFL-1_Attapulg_BECKb_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,,identical,group.2um/palygorskite,3870,phyllosilicate,8,no,
235,5298,group.2um/zoisite,Zoisite HS347.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Zoisite_HS347.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/zoisite,5298,zoisite,9,no,
236,1626,group.2um/elbaite,Elbaite NMNH94217-1.c <74 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Elbaite_NMNH94217-1.c_lt74_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/elbaite,1626,elbaite,9,no,
237,1824,group.2um/hydroxide_gibbsite,Gibbsite WS214 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gibbsite_WS214_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/hydroxide_gibbsite,1824,gibbsite,8,no,
238,3546,group.2um/nitrate_niter,Niter GDS43 (K-Saltpeter) W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Niter_GDS43_(K-Saltpeter)_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/nitrate_niter,3546,niter,8,no,
239,5040,group.2um/topaz,Topaz Mt._Antero_#5 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Topaz_Mt_Antero_%235_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/topaz,5040,topaz,9,no,
240,4278,group.2um/carbonate_rhodochrosite,Rhodochrosite HS338.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rhodochrosite_HS338.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_rhodochrosite,4278,rhodochrosite,8,no,
241,5268,group.2um/carbonate_witherite,Witherite HS273.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Witherite_HS273.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_witherite,5268,witherite,8,no,
242,4026,group.2um/prehnite,Prehnite GDS613.a <60um =aa_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Prehnite_GDS613.a_lt60um_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/prehnite,4026,prehnite,9,no,
243,3126,group.2um/prehnite+muscovite,Mizzonite BM1931 12 Scapolte W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Mizzonite_BM1931-12_Scapolte_BECKc_AREF.html,2,splib06,,,,,,,0.1,,,,,,,,,,,,,identical,group.2um/prehnite+muscovite,3126,prehnite+muscovite,8,no,
244,3978,group.2um/borate_pinnoite,Pinnoite NMNH123943 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pinnoite_NMNH123943_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/borate_pinnoite,3978,pinnoite,9,no,
245,3996,group.2um/polyhalite,Polyhalite NMNH92669-4 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Polyhalite_NMNH92669-4_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/polyhalite,3996,polyhalite,9,no,
246,4368,group.2um/rivadavite,Rivadavite NMNH170164 Amph W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rivadavite_NMNH170164_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/rivadavite,4368,rivadavite,9,no,
247,2298,group.2um/howlite,Howlite GDS155 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Howlite_GDS155_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/howlite,2298,howlite,9,no,
248,5190,group.2um/ulexite,Ulexite HS441.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ulexite_HS441.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/ulexite,5190,ulexite,8,no,
249,6114,group.2um/white.crust.starkeyite,White_Crust LV30 starkeyite W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/White_Crust_LV30_starkeyite_ASDFRc_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/white.crust.starkeyite,6114,starkeyite,5,no,
250,414,group.2um/zeolite_analcime,Analcime GDS1 Zeolite W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Analcime_GDS1_Zeolite_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/zeolite_analcime,414,analcime,7,no,
251,834,group.2um/hydroxide_brucite,Brucite HS247.3B W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Brucite_HS247.3B_BECKc_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/hydroxide_brucite,834,brucite,8,no,
252,942,group.2um/chloride_carnallite,Carnallite NMNH98011 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Carnallite_NMNH98011_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/chloride_carnallite,942,carnallite,8,no,
253,1320,group.2um/borate_colemanite,Colemanite GDS143 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Colemanite_GDS143_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/borate_colemanite,1320,colemanite,8,no,
254,1470,group.2um/datolite,Datolite HS442.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Datolite_HS442.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/datolite,1470,datolite,9,no,
255,2310,group.2um/hydrogrossular,Hydrogrossular NMNH120555 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hydrogrossular_NMNH120555_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/hydrogrossular,2310,hydrogrossular,7,no,
256,2862,group.2um/micagrp_lepidolite,Lepidolite NMNH88526-1 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Lepidolite_NMNH88526-1_BECKa_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,,identical,group.2um/micagrp_lepidolite,2862,lepidolite,8,no,
257,2976,group.2um/micagrp_margarite,Margarite GDS106 W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Margarite_GDS106_BECKc_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,,identical,group.2um/micagrp_margarite,2976,margarite,9,no,
258,3012,group.2um/sulfate_mascagnite,Mascagnite GDS65.b (fr) W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Mascagnite_GDS65.b_(fr)_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_mascagnite,3012,mascagnite,7,no,
259,3114,group.2um/sulfate_mirabilite-wet_soil,Mirabilite GDS150 Na2SO4 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Mirabilite_GDS150_Na2SO4_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,diverged,group.2um/sulfate_mirabilite-wet_soil,3114,mirabilite,7,YES,diagnostic feature definition changed
260,3474,group.2um/zeolite_natrolite,Natrolite HS169.3B Zeolite W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Natrolite_HS169.3B_Zeolite_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/zeolite_natrolite,3474,natrolite,9,no,
261,4338,group.2um/richterite,Richterite NMNH150800 HCl W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Richterite_NMNH150800_HCl_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/richterite,4338,richterite,9,no,
262,1152,group.2um/serpentine_chrysotile.coarse-fibrous,Chrysotile ML99-12A Coar Fib W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysotile_ML99-12A_Coar_Fib_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/serpentine_chrysotile.coarse-fibrous,1152,chrysotile,8,no,
263,1158,group.2um/serpentine_chrysotile.med-fine-fibrous,Chrysotile ML99-12C Fine Fib W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysotile_ML99-12C_Fine_Fib_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/serpentine_chrysotile.med-fine-fibrous,1158,chrysotile,9,no,
264,1146,group.2um/serpentine_chrysotile.fine-fibrous,Chrysotile HS323.1B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysotile_HS323.1B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/serpentine_chrysotile.fine-fibrous,1146,chrysotile,9,no,
265,1440,group.2um/serpentine_cronstedtite,Cronstedtite M3542 =bb_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cronstedtite_M3542_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/serpentine_cronstedtite,1440,cronstedtite,7,no,
266,4380,group.2um/micagrp_illite.roscoelite,Roscoelite EN124 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Roscoelite_EN124_BECKb_AREF.html,2,splib06,,,,,,,0.15,,,,,,,,,,,,,identical,group.2um/micagrp_illite.roscoelite,4380,roscoelite,8,no,
267,4764,group.2um/carbonate_strontianite,Strontianite HS272.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Strontianite_HS272.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_strontianite,4764,strontianite,8,no,
268,4788,group.2um/sulfate_syngenite,Syngenite GDS139 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Syngenite_GDS139_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_syngenite,4788,syngenite,9,no,
269,1134,group.2um/chrysocolla,Chrysocolla HS297.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysocolla_HS297.3B_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/chrysocolla,1134,chrysocolla,8,no,
270,720,group.2um/carbonate_azurite,Azurite WS316 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Azurite_WS316_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_azurite,720,azurite,9,no,
271,2964,group.2um/carbonate_malachite,Malachite HS254.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Malachite_HS254.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_malachite,2964,malachite,9,no,
272,6522,group.2um/cyanide-CdK,Cyanide_Cadmium_Potassium W2R4Na RREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Cadmium_Potassium_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/cyanide-CdK,6522,cyanide-CdK,9,no,
273,6528,group.2um/cyanide-NiK,Cyanide_Nickel_Potassium W2R4Na RREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Nickel_Potassium_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/cyanide-NiK,6528,cyanide-NiK,9,no,
274,6534,group.2um/cyanide-trihydrate,Cyanide_Trihydrate CT1 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Trihydrate_CT1_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/cyanide-trihydrate,6534,cyanide-trihydrate,8,no,
275,6552,group.2um/cyanide-KFe,Cyanide_Potassium_Ferro W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Potassium_Ferro_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/cyanide-KFe,6552,cyanide-KFe,9,no,
276,6540,group.2um/cyanide-ZnK,Cyanide_Zinc_Potassium W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Zinc_Potassium_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/cyanide-ZnK,6540,cyanide-ZnK,9,no,
277,6690,group.2um/organic_plastic.grnhs.roof,Plastic GGA-54 Grnhouse Roof W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_GGA-54_Grnhouse_Roof_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,1,-1,,,,identical,group.2um/organic_plastic.grnhs.roof,6690,organic_plastic_green,9,no,
278,6606,group.2um/organic_benzene+montswy,Montmorill+Benzene SWy 1ml W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Benzene_SWy_1ml_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,,identical,group.2um/organic_benzene+montswy,6606,montmorillonite+benzene,7,no,
279,6624,group.2um/organic_trichlor+montswy,Montmorill+Trichlor SWy 1ml W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Trichlor_SWy_1ml_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,,identical,group.2um/organic_trichlor+montswy,6624,montmorillonite+trichloroethane,8,no,
280,6618,group.2um/organic_toluene+montswy,Montmorill+Toluene SWy .5ml W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Toluene_SWy_.5ml_BECKa_AREF.html,2,splib06,,,,,,,,,0.798,,,,,,,-1,,,,identical,group.2um/organic_toluene+montswy,6618,montmorillonite+toluene,9,no,
281,6630,group.2um/organic_unleaded.gas+montswy,Montmorill+Unleaded_Gas SWy W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Unleaded_Gas_SWy_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,,identical,group.2um/organic_unleaded.gas+montswy,6630,montmorillonite+gasolene_unleaded,8,no,
282,6612,group.2um/organic_tce+montswy,Montmorill+TCE SWy saturated W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+TCE_SWy_saturated_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,,identical,group.2um/organic_tce+montswy,6612,montmorillonite+trichloroethylene,7,no,
283,5310,group.2um/zunyite,Zunyite GDS-241B <150um W1R1B?,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Zunyite_GDS241B_lt150um_BECKu_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/zunyite,5310,zunyite,6,no,
284,7008,group.2um/sulfate-mix_gypsum.trace.dust+debris-WTC01-2,WTC_Dust_Debris WTC01-2 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/WTC_Dust_Debris_WTC01-2_ASDFRa_AREF.html,2,splib06,,,,,0.1,,,,,,,,,,,-1,,,,identical,group.2um/sulfate-mix_gypsum.trace.dust+debris-WTC01-2,7008,gypsum,9,no,
285,7014,group.2um/sulfate-mix_gypsum.trace.dust+debris-WTC01-28,WTC_Dust_Debris WTC01-28 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/WTC_Dust_Debris_WTC01-28_ASDFRa_AREF.html,2,splib06,,,,,0.1,,,,,,,,,,,-1,,,,identical,group.2um/sulfate-mix_gypsum.trace.dust+debris-WTC01-28,7014,gypsum,9,no,
286,6498,group.2um/chrysotile.gypsum.wtc01-8,Coated_Steel_Girder WTC01-8 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Coated_Steel_Girder_WTC01-8_ASDFRa_AREF.html,2,splib06,,,,,0.1,,,,,,,,,,,-1,,,,identical,group.2um/chrysotile.gypsum.wtc01-8,6498,gypsum+chrysotile,6,no,
287,4008,group.2um/portlandite,Portlandite GDS525 Ca(OH)2 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Portlandite_GDS525_Ca(OH)2_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/portlandite,4008,portlandite,9,no,
288,234,group.2um/nitrate_potassium,Potassium Nitrate GDS43,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,,identical,group.2um/nitrate_potassium,234,potassium_nitrate,8,no,
289,240,group.2um/nitrate_sodium,Sodium Nitrate GDS883,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,,identical,group.2um/nitrate_sodium,240,sodium_nitrate,8,no,
290,624,group.2um/micagrp_vermiculite_GDS458,Vermiculite GDS458 W1R1Hc,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,0.16,,,,,,,,,,identical,group.2um/micagrp_vermiculite_GDS458,624,vermiculite,7,no,
291,630,group.2um/micagrp_vermiculite_ALB4SA00,Vermiculite ALB4SA00 W1R1Hc,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,0.26,,,,,,,,,,identical,group.2um/micagrp_vermiculite_ALB4SA00,630,vermiculite,7,no,
292,636,group.2um/micagrp_vermiculite_WS682,Vermiculite WS682 W1R1Hc,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,0.68,,,,,,,,,,identical,group.2um/micagrp_vermiculite_WS682,636,vermiculite,7,no,
293,642,group.2um/micagrp_vermiculite_WS681,Vermiculite WS681 W1R1Hc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Vermiculite_WS681_BECKc_AREF.html,2,sprlb06,,,,,,,,,,0.42,,,,,,,,,,identical,group.2um/micagrp_vermiculite_WS681,642,vermiculite,7,no,
294,1008,group.2um/methane-gas-2.37um-experimental,CO2+O2+CH4 TRANSM ModtranZ20 r06crj3a=,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,,identical,group.2um/methane-gas-2.37um-experimental,1008,methane_gas,8,no,
295,390,group.1um/fe3+_sulfate_nh3jarosite,Ammonio-Jarosite SCR-NHJ s06av95a=,TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_nh3jarosite,390,ammoniojarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
296,2514,group.1um/fe3+_sulfate_jarosite-na-gds100,"Jarosite GDS100 Na,Sy 90C s06av95a=a",TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-na-gds100,2514,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
297,2526,group.1um/fe3+_sulfate_jarosite-na-gds101,"Jarosite GDS101 Na,Sy 200C s06av95a=a",TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-na-gds101,2526,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
298,2550,group.1um/fe3+_sulfate_jarosite-k-90c,Jarosite GDS98 K 90C Syn s06av95a=a,TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-k-90c,2550,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
299,2586,group.1um/fe3+_sulfate_jarosite-K-JR2501,Jarosite JR2501 (K) s06av95a=b,TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-K-JR2501,2586,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
300,2592,group.1um/fe3+_sulfate_jarosite-na-nmnh,Jarosite NMNH95074-1 (Na) s06av95a=b,TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-na-nmnh,2592,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
301,2604,group.1um/fe3+_sulfate_jarosite-H3O-SJ-1,Jarosite H3O SJ-1 \# output title,TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-H3O-SJ-1,2604,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
302,6204,group.1um/fe3+_sulfate_jarosite-thinfilm,Jarosite_Thin_Film GDS243 s06av95a=b,TBD - assign USGS speclab reference,1,splib06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_sulfate_jarosite-thinfilm,6204,jarosite,9,YES,NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst
303,1170,group.1um/fe3+_hematite.nano.KP58610,Hematite-nano_KP58610 400nm r06av95a=a,TBD - assign USGS speclab reference,1,sprlb06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_hematite.nano.KP58610,1170,hematite_smallgrain,9,YES,"NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst; record 1170 not present in vendored r06emita (1008 records) - requires rebuilt EMIT-convolved library, unverifiable here"
304,1182,group.1um/fe3+_hematite.nano-0.3+qtz,Hematite-n0.03_KP58610+Qtz r06av95a=a,TBD - assign USGS speclab reference,1,sprlb06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_hematite.nano-0.3+qtz,1182,hematite_smallgrain,9,YES,"NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst; record 1182 not present in vendored r06emita (1008 records) - requires rebuilt EMIT-convolved library, unverifiable here"
305,1194,group.1um/fe3+_goethite.nano-70nm,Goethite-nano_KP943 70nm r06av95a=a,TBD - assign USGS speclab reference,1,sprlb06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_goethite.nano-70nm,1194,goethite_smallgrain,9,YES,"NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst; record 1194 not present in vendored r06emita (1008 records) - requires rebuilt EMIT-convolved library, unverifiable here"
306,1200,group.1um/fe3+_goethite.nano0.5+qtz,Goethite-n0.50_KP943+Qtz r06av95a=a,TBD - assign USGS speclab reference,1,sprlb06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_goethite.nano0.5+qtz,1200,goethite_smallgrain,9,YES,"NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst; record 1200 not present in vendored r06emita (1008 records) - requires rebuilt EMIT-convolved library, unverifiable here"
307,1224,group.1um/fe3+_hematite.1+goethite.9hg1,Hematite.10+Goethite.90 hg1 r06av95a=a,TBD - assign USGS speclab reference,1,sprlb06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_hematite.1+goethite.9hg1,1224,hematite_smallgrain+goethite_smallgrain,9,YES,"NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst; record 1224 not present in vendored r06emita (1008 records) - requires rebuilt EMIT-convolved library, unverifiable here"
308,1230,group.1um/fe3+_hematite.2+goethite.8hg2,Hematite.20 Goethite.80 hg2 r06av95a=a,TBD - assign USGS speclab reference,1,sprlb06,,,,,,,,,,,,,,,,,,,,new,group.1um/fe3+_hematite.2+goethite.8hg2,1230,hematite_smallgrain+goethite_smallgrain,9,YES,"NEW in 6.00a; EMIT-10 aggregation weights must be assigned by analyst; record 1230 not present in vendored r06emita (1008 records) - requires rebuilt EMIT-convolved library, unverifiable here"
